source,periodType,date,instrument,period,uom,value
GFI,BITR,2026-08-03,TD3,2026-08-01,WSC,429.44
GFI,BITR,2026-08-03,TD20,2026-08-01,WSC,207.5
GFI,BITR,2026-08-03,TD7,2026-08-01,WSC,213.33
GFI,BITR,2026-08-03,TD8,2026-08-01,WSC,310.67
GFI,BITR,2026-08-03,TD25,2026-08-01,WSC,380.56
GFI,BITR,2026-08-03,TD22,2026-08-01,LSM,19.444444
GFI,BITR,2026-08-03,TD19,2026-08-01,WSC,243.06
GFI,M,2026-08-03,TD3,2026-08-01,WSC,405.0
GFI,M,2026-08-03,TD20,2026-08-01,WSC,200.0
GFI,M,2026-08-03,TD7,2026-08-01,WSC,192.0
GFI,M,2026-08-03,TD8,2026-08-01,WSC,250.0
GFI,M,2026-08-03,TD25,2026-08-01,WSC,340.0
GFI,M,2026-08-03,TD22,2026-08-01,LSM,18.0
GFI,M,2026-08-03,TD19,2026-08-01,WSC,240.0
GFI,M,2026-08-03,TD3,2026-09-01,WSC,350.0
GFI,M,2026-08-03,TD20,2026-09-01,WSC,205.0
GFI,M,2026-08-03,TD7,2026-09-01,WSC,170.0
GFI,M,2026-08-03,TD8,2026-09-01,WSC,210.0
GFI,M,2026-08-03,TD25,2026-09-01,WSC,270.0
GFI,M,2026-08-03,TD22,2026-09-01,LSM,16.75
GFI,M,2026-08-03,TD19,2026-09-01,WSC,200.0
GFI,M,2026-08-03,TD3,2026-10-01,WSC,295.0
GFI,M,2026-08-03,TD20,2026-10-01,WSC,190.0
GFI,M,2026-08-03,TD7,2026-10-01,WSC,165.0
GFI,M,2026-08-03,TD8,2026-10-01,WSC,190.0
GFI,M,2026-08-03,TD25,2026-10-01,WSC,258.0
GFI,M,2026-08-03,TD22,2026-10-01,LSM,16.75
GFI,M,2026-08-03,TD19,2026-10-01,WSC,165.0
GFI,M,2026-08-03,TD3,2026-11-01,WSC,270.0
GFI,M,2026-08-03,TD20,2026-11-01,WSC,186.0
GFI,M,2026-08-03,TD7,2026-11-01,WSC,162.0
GFI,M,2026-08-03,TD8,2026-11-01,WSC,200.0
GFI,M,2026-08-03,TD25,2026-11-01,WSC,250.0
GFI,M,2026-08-03,TD22,2026-11-01,LSM,16.5
GFI,M,2026-08-03,TD19,2026-11-01,WSC,153.0
GFI,M,2026-08-03,TD3,2026-12-01,WSC,260.0
GFI,M,2026-08-03,TD20,2026-12-01,WSC,182.0
GFI,M,2026-08-03,TD7,2026-12-01,WSC,159.0
GFI,M,2026-08-03,TD8,2026-12-01,WSC,205.0
GFI,M,2026-08-03,TD25,2026-12-01,WSC,242.0
GFI,M,2026-08-03,TD22,2026-12-01,LSM,16.25
GFI,M,2026-08-03,TD19,2026-12-01,WSC,150.0
GFI,M,2026-08-03,TD3,2027-01-01,PMT,38.0
GFI,M,2026-08-03,TD20,2027-01-01,PMT,29.35
GFI,M,2026-08-03,TD7,2027-01-01,PMT,15.1
GFI,M,2026-08-03,TD8,2027-01-01,PMT,23.5
GFI,M,2026-08-03,TD25,2027-01-01,PMT,42.75
GFI,M,2026-08-03,TD22,2027-01-01,LSM,14.0
GFI,M,2026-08-03,TD19,2027-01-01,PMT,15.75
GFI,M,2026-08-03,TD3,2027-02-01,PMT,35.0
GFI,M,2026-08-03,TD20,2027-02-01,PMT,26.35
GFI,M,2026-08-03,TD7,2027-02-01,PMT,14.6
GFI,M,2026-08-03,TD8,2027-02-01,PMT,22.5
GFI,M,2026-08-03,TD25,2027-02-01,PMT,42.75
GFI,M,2026-08-03,TD22,2027-02-01,LSM,14.0
GFI,M,2026-08-03,TD19,2027-02-01,PMT,14.75
GFI,M,2026-08-03,TD3,2027-03-01,PMT,32.0
GFI,M,2026-08-03,TD20,2027-03-01,PMT,23.35
GFI,M,2026-08-03,TD7,2027-03-01,PMT,14.1
GFI,M,2026-08-03,TD8,2027-03-01,PMT,21.5
GFI,M,2026-08-03,TD25,2027-03-01,PMT,42.75
GFI,M,2026-08-03,TD22,2027-03-01,LSM,14.0
GFI,M,2026-08-03,TD19,2027-03-01,PMT,13.75
GFI,Q,2026-08-03,TD3,2026-10-01,WSC,275.0
GFI,Q,2026-08-03,TD20,2026-10-01,WSC,186.0
GFI,Q,2026-08-03,TD7,2026-10-01,WSC,162.0
GFI,Q,2026-08-03,TD8,2026-10-01,WSC,198.333333
GFI,Q,2026-08-03,TD25,2026-10-01,WSC,250.0
GFI,Q,2026-08-03,TD22,2026-10-01,LSM,16.5
GFI,Q,2026-08-03,TD19,2026-10-01,WSC,156.0
GFI,Q,2026-08-03,TD3,2027-01-01,PMT,35.0
GFI,Q,2026-08-03,TD20,2027-01-01,PMT,26.35
GFI,Q,2026-08-03,TD7,2027-01-01,PMT,14.6
GFI,Q,2026-08-03,TD8,2027-01-01,PMT,22.5
GFI,Q,2026-08-03,TD25,2027-01-01,PMT,42.75
GFI,Q,2026-08-03,TD22,2027-01-01,LSM,14.0
GFI,Q,2026-08-03,TD19,2027-01-01,PMT,14.75
GFI,Q,2026-08-03,TD3,2027-04-01,PMT,26.0
GFI,Q,2026-08-03,TD20,2027-04-01,PMT,19.75
GFI,Q,2026-08-03,TD7,2027-04-01,PMT,13.4
GFI,Q,2026-08-03,TD8,2027-04-01,PMT,20.5
GFI,Q,2026-08-03,TD25,2027-04-01,PMT,38.75
GFI,Q,2026-08-03,TD22,2027-04-01,LSM,11.5
GFI,Q,2026-08-03,TD19,2027-04-01,PMT,13.25
GFI,Q,2026-08-03,TD3,2027-07-01,PMT,18.5
GFI,Q,2026-08-03,TD20,2027-07-01,PMT,17.3
GFI,Q,2026-08-03,TD7,2027-07-01,PMT,12.8
GFI,Q,2026-08-03,TD8,2027-07-01,PMT,19.1
GFI,Q,2026-08-03,TD25,2027-07-01,PMT,35.75
GFI,Q,2026-08-03,TD22,2027-07-01,LSM,10.5
GFI,Q,2026-08-03,TD19,2027-07-01,PMT,13.0
GFI,Q,2026-08-03,TD3,2027-10-01,PMT,20.5
GFI,Q,2026-08-03,TD20,2027-10-01,PMT,21.8
GFI,Q,2026-08-03,TD7,2027-10-01,PMT,14.0
GFI,Q,2026-08-03,TD8,2027-10-01,PMT,21.2
GFI,Q,2026-08-03,TD25,2027-10-01,PMT,39.15
GFI,Q,2026-08-03,TD22,2027-10-01,LSM,11.5
GFI,Q,2026-08-03,TD19,2027-10-01,PMT,15.0
GFI,Q,2026-08-03,TD3,2028-01-01,PMT,18.25
GFI,Q,2026-08-03,TD20,2028-01-01,PMT,20.3
GFI,Q,2026-08-03,TD7,2028-01-01,PMT,14.7
GFI,Q,2026-08-03,TD8,2028-01-01,PMT,22.25
GFI,Q,2026-08-03,TD25,2028-01-01,PMT,35.75
GFI,Q,2026-08-03,TD22,2028-01-01,LSM,10.2
GFI,Q,2026-08-03,TD19,2028-01-01,PMT,15.55
GFI,Q,2026-08-03,TD3,2028-04-01,PMT,16.25
GFI,Q,2026-08-03,TD20,2028-04-01,PMT,18.3
GFI,Q,2026-08-03,TD7,2028-04-01,PMT,12.7
GFI,Q,2026-08-03,TD8,2028-04-01,PMT,20.25
GFI,Q,2026-08-03,TD25,2028-04-01,PMT,33.75
GFI,Q,2026-08-03,TD22,2028-04-01,LSM,8.2
GFI,Q,2026-08-03,TD19,2028-04-01,PMT,13.55
GFI,A,2026-08-03,TD3,2027-01-01,PMT,25.0
GFI,A,2026-08-03,TD20,2027-01-01,PMT,21.3
GFI,A,2026-08-03,TD7,2027-01-01,PMT,13.7
GFI,A,2026-08-03,TD8,2027-01-01,PMT,20.825
GFI,A,2026-08-03,TD25,2027-01-01,PMT,39.1
GFI,A,2026-08-03,TD22,2027-01-01,LSM,11.875
GFI,A,2026-08-03,TD19,2027-01-01,PMT,14.0
GFI,A,2026-08-03,TD3,2028-01-01,PMT,16.25
GFI,A,2026-08-03,TD20,2028-01-01,PMT,18.3
GFI,A,2026-08-03,TD7,2028-01-01,PMT,12.7
GFI,A,2026-08-03,TD8,2028-01-01,PMT,20.25
GFI,A,2026-08-03,TD25,2028-01-01,PMT,33.75
GFI,A,2026-08-03,TD22,2028-01-01,LSM,8.2
GFI,A,2026-08-03,TD19,2028-01-01,PMT,13.55
GFI,A,2026-08-03,TD3,2029-01-01,PMT,14.75
GFI,A,2026-08-03,TD20,2029-01-01,PMT,17.05
GFI,A,2026-08-03,TD7,2029-01-01,PMT,12.6
GFI,A,2026-08-03,TD8,2029-01-01,PMT,19.7
GFI,A,2026-08-03,TD25,2029-01-01,PMT,32.0
GFI,A,2026-08-03,TD22,2029-01-01,LSM,8.0
GFI,A,2026-08-03,TD19,2029-01-01,PMT,13.25
GFI,BITR,2026-08-04,TD3,2026-08-01,WSC,429.44
GFI,BITR,2026-08-04,TD20,2026-08-01,WSC,176.94
GFI,BITR,2026-08-04,TD7,2026-08-01,WSC,212.08
GFI,BITR,2026-08-04,TD8,2026-08-01,WSC,315.42
GFI,BITR,2026-08-04,TD25,2026-08-01,WSC,369.44
GFI,BITR,2026-08-04,TD22,2026-08-01,LSM,19.166667
GFI,BITR,2026-08-04,TD19,2026-08-01,WSC,244.33
GFI,M,2026-08-04,TD3,2026-08-01,WSC,395.0
GFI,M,2026-08-04,TD20,2026-08-01,WSC,175.0
GFI,M,2026-08-04,TD7,2026-08-01,WSC,192.0
GFI,M,2026-08-04,TD8,2026-08-01,WSC,285.0
GFI,M,2026-08-04,TD25,2026-08-01,WSC,275.0
GFI,M,2026-08-04,TD22,2026-08-01,LSM,18.0
GFI,M,2026-08-04,TD19,2026-08-01,WSC,240.0
GFI,M,2026-08-04,TD3,2026-09-01,WSC,347.5
GFI,M,2026-08-04,TD20,2026-09-01,WSC,185.0
GFI,M,2026-08-04,TD7,2026-09-01,WSC,170.0
GFI,M,2026-08-04,TD8,2026-09-01,WSC,235.0
GFI,M,2026-08-04,TD25,2026-09-01,WSC,240.0
GFI,M,2026-08-04,TD22,2026-09-01,LSM,16.75
GFI,M,2026-08-04,TD19,2026-09-01,WSC,200.0
GFI,M,2026-08-04,TD3,2026-10-01,WSC,297.0
GFI,M,2026-08-04,TD20,2026-10-01,WSC,187.0
GFI,M,2026-08-04,TD7,2026-10-01,WSC,165.0
GFI,M,2026-08-04,TD8,2026-10-01,WSC,205.0
GFI,M,2026-08-04,TD25,2026-10-01,WSC,235.0
GFI,M,2026-08-04,TD22,2026-10-01,LSM,16.75
GFI,M,2026-08-04,TD19,2026-10-01,WSC,165.0
GFI,M,2026-08-04,TD3,2026-11-01,WSC,269.0
GFI,M,2026-08-04,TD20,2026-11-01,WSC,185.0
GFI,M,2026-08-04,TD7,2026-11-01,WSC,162.0
GFI,M,2026-08-04,TD8,2026-11-01,WSC,200.0
GFI,M,2026-08-04,TD25,2026-11-01,WSC,220.0
GFI,M,2026-08-04,TD22,2026-11-01,LSM,16.5
GFI,M,2026-08-04,TD19,2026-11-01,WSC,153.0
GFI,M,2026-08-04,TD3,2026-12-01,WSC,259.0
GFI,M,2026-08-04,TD20,2026-12-01,WSC,183.0
GFI,M,2026-08-04,TD7,2026-12-01,WSC,159.0
GFI,M,2026-08-04,TD8,2026-12-01,WSC,195.0
GFI,M,2026-08-04,TD25,2026-12-01,WSC,220.0
GFI,M,2026-08-04,TD22,2026-12-01,LSM,16.25
GFI,M,2026-08-04,TD19,2026-12-01,WSC,150.0
GFI,M,2026-08-04,TD3,2027-01-01,PMT,38.75
GFI,M,2026-08-04,TD20,2027-01-01,PMT,28.5
GFI,M,2026-08-04,TD7,2027-01-01,PMT,15.1
GFI,M,2026-08-04,TD8,2027-01-01,PMT,23.5
GFI,M,2026-08-04,TD25,2027-01-01,PMT,41.75
